respid,cell,rweight,tv,radio,ooh,online,social,sp_aw,relv,laugh,think,recom,talk,purchase,intent
509,1,1.1108,0,0,0,0,0,0,0,0,1,0,0,0,0
510,1,1.0962,0,0,1,1,1,0,0,0,0,0,0,1,1
511,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,1
512,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,1
515,1,0.9082,0,1,0,1,1,0,1,1,0,0,1,1,0
517,1,1.2667,0,0,0,0,0,0,1,1,0,1,0,0,0
518,1,0.5486,0,0,0,0,0,0,1,1,0,1,0,1,0
521,1,1.2039,0,0,1,0,0,0,0,0,0,0,0,0,0
524,1,1.1108,0,0,0,0,0,0,1,1,0,1,1,0,1
525,1,0.8112,0,0,0,0,0,0,1,1,1,1,0,0,1
527,1,0.8112,1,1,1,1,0,0,1,1,1,1,1,0,1
529,1,1.3158,0,1,0,0,1,0,0,1,1,0,0,1,0
530,4,1.514352138,0,0,0,0,0,0,0,0,0,0,0,0,0
531,1,1.1108,0,0,0,0,0,0,1,0,1,1,1,0,1
534,1,0.8112,1,0,1,1,1,0,0,1,0,1,0,0,1
536,1,0.8874,0,0,0,1,1,0,1,1,1,1,1,1,0
537,1,1.2667,0,0,0,0,0,0,0,0,0,1,1,0,0
537,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0
538,1,0.5275,0,0,0,0,0,0,0,0,0,1,0,0,0
540,1,0.5275,0,0,0,0,0,1,1,1,1,0,0,0,1
541,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,1
542,1,1.1108,0,0,0,0,0,0,0,0,0,0,0,0,0
543,1,0.8112,1,1,1,1,1,0,1,1,1,1,0,1,1
544,1,2.0028,0,0,0,0,0,0,1,0,0,0,0,1,1
545,1,0.8112,1,0,0,1,0,0,0,1,0,0,0,1,0
546,1,0.8874,1,1,0,1,1,0,1,1,1,1,1,1,1
546,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0
548,1,1.0301,0,0,0,0,1,0,1,1,0,1,0,1,1
549,1,0.8112,0,0,0,0,0,0,0,1,1,1,0,0,0
550,1,1.0301,0,0,0,1,0,0,1,1,1,1,1,0,1
551,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
551,4,1.881970847,0,0,0,0,0,1,0,0,0,1,0,0,1
552,3,0.7672,0,0,0,0,0,0,0,0,0,0,0,0,0
556,1,1.0301,1,1,0,1,0,0,0,1,1,1,0,0,1
557,4,0.516023646,1,0,0,0,0,0,1,1,1,1,0,0,1
558,1,0.5275,0,0,0,0,0,0,1,0,0,0,0,0,0
559,1,1.2667,0,0,0,0,0,0,1,0,1,1,0,0,1
559,4,0.577361825,0,0,0,0,0,0,1,1,0,1,0,0,0
561,1,0.8112,1,1,1,1,1,0,1,1,0,1,0,1,1
566,1,0.8112,0,0,0,1,0,0,0,1,1,1,0,0,0
567,1,1.1108,0,0,0,0,0,0,1,1,1,1,0,0,0
568,1,1.1108,0,0,0,0,0,0,0,1,0,1,0,0,0
569,1,1.2039,0,1,0,1,1,0,0,0,0,0,0,0,0
571,1,0.8874,0,0,1,0,0,0,1,1,1,1,0,0,1
572,1,0.8874,1,0,0,0,0,1,0,0,0,0,0,0,0
573,1,0.8112,0,1,0,0,0,0,0,0,0,0,1,0,1
574,1,0.8874,0,1,0,0,0,0,0,0,0,1,0,0,0
575,1,1.1108,0,0,0,0,0,0,1,1,1,1,0,0,1
576,1,0.8112,1,0,0,0,1,0,1,1,1,1,1,1,1
577,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,1
578,1,0.5275,0,0,0,0,0,0,0,0,0,1,0,0,0
579,1,1.1108,0,0,0,0,0,1,1,1,1,1,1,0,1
582,3,0.7051,1,0,0,0,0,1,1,1,1,1,0,0,1
583,1,1.0301,1,0,0,0,1,0,1,1,0,1,0,1,1
584,1,0.8112,0,1,0,0,0,1,1,1,1,1,0,0,1
586,1,0.5275,0,0,0,0,0,1,0,1,1,1,1,1,1
589,1,0.8112,0,1,0,0,1,1,1,1,1,1,0,0,1
593,1,1.0962,1,1,0,0,0,0,0,0,0,0,0,0,0
595,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,1,0
596,1,1.1108,0,0,0,0,0,0,1,1,1,0,0,0,1
597,1,1.2039,0,0,0,0,0,0,1,0,1,1,0,1,1
597,4,1.514352138,0,0,0,0,0,0,0,0,0,0,0,0,0
601,1,0.8874,0,0,0,1,0,0,1,1,1,1,1,0,0
602,1,1.224,0,1,0,0,0,1,1,1,1,1,0,0,0
603,1,0.9082,1,0,0,0,0,1,1,1,1,1,1,0,0
606,1,0.8112,1,0,0,0,1,1,1,1,1,1,0,1,1
607,1,0.8874,1,1,0,1,0,0,1,1,1,1,1,1,1
608,1,0.8874,1,0,0,1,0,1,0,1,1,1,1,1,1
609,1,1.0962,1,1,0,0,0,1,0,0,1,0,0,0,1
610,1,1.0962,1,0,1,0,0,0,0,1,0,0,0,0,0
611,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0
612,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
616,1,1.1108,0,0,0,0,0,0,1,1,1,1,1,1,0
617,1,0.8112,0,1,0,1,1,1,1,1,1,1,1,0,1
619,1,0.8874,0,0,1,1,1,0,1,1,1,0,1,1,1
620,1,0.9082,1,1,0,0,1,0,1,1,0,1,1,0,1
623,1,0.5275,0,0,0,0,0,0,0,1,1,1,0,0,0
625,1,0.8112,0,0,0,0,1,0,1,1,1,1,0,0,1
626,1,0.9082,1,0,1,0,0,0,0,0,0,1,0,0,0
627,1,0.8112,1,1,1,1,1,0,0,0,0,1,0,0,0
629,1,1.0962,0,0,0,0,0,0,0,0,0,0,0,0,0
630,2,1.5475,1,0,0,1,0,0,0,0,0,0,0,0,0
631,2,1.4057,0,0,0,0,0,0,1,1,1,1,1,1,1
634,1,1.0301,0,0,0,1,1,0,1,1,0,1,1,0,0
635,1,2.0028,0,0,0,0,0,1,1,1,0,1,0,0,0
636,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
638,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0
639,1,0.8112,0,0,0,0,1,0,0,0,0,1,0,0,0
640,1,1.0301,0,0,0,0,1,0,1,1,0,1,1,0,1
642,1,0.8112,0,0,0,1,0,0,0,0,0,0,0,1,0
643,1,0.8874,0,0,1,0,1,0,1,0,1,1,0,1,1
644,1,0.5275,0,0,0,0,0,0,1,1,1,1,0,0,1
645,1,1.0301,1,0,0,0,0,0,1,0,0,1,0,1,1
649,1,1.0913,0,0,0,0,0,0,0,0,1,0,0,0,0
650,1,1.0962,0,0,0,1,0,0,0,0,0,0,0,0,1
651,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
652,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
653,1,1.224,1,0,0,0,0,1,0,1,1,1,0,0,0
655,1,0.8112,0,0,1,1,0,0,0,0,0,1,1,1,1
656,1,1.0962,1,0,1,0,1,0,0,0,0,0,0,0,1
657,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,1
660,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
664,1,1.0962,0,0,0,0,1,1,0,0,0,0,0,0,0
665,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,1,1
666,1,1.1108,0,0,0,0,0,1,1,1,0,1,0,0,0
667,1,1.1108,0,0,0,0,0,0,0,0,0,0,0,0,0
670,1,0.8112,0,0,0,0,0,0,1,1,1,1,0,0,1
671,1,0.5486,0,0,0,0,0,1,0,1,1,0,0,0,0
673,1,1.2667,0,0,0,0,0,0,1,0,0,1,0,0,1
674,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
675,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
676,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
678,1,1.0962,0,0,0,0,1,0,0,0,0,0,0,0,0
679,1,1.2039,1,1,1,1,1,0,0,0,0,0,0,0,0
681,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0
682,1,1.3158,0,1,1,1,1,0,0,0,0,0,0,0,1
683,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
684,1,1.0962,1,1,1,1,1,0,0,0,0,0,0,1,1
687,1,1.2039,1,0,0,0,0,0,0,1,0,1,0,0,1
689,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
690,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
692,1,0.8112,0,1,0,0,0,1,1,0,1,1,1,1,1
693,1,0.5486,0,0,0,0,0,1,0,0,0,0,0,0,0
695,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,1,1
696,1,1.2039,1,0,1,0,0,0,1,1,1,1,0,0,0
697,1,0.8112,0,1,1,1,1,0,1,1,1,1,0,0,0
704,1,2.0775,0,0,0,0,0,0,0,0,1,0,0,0,0
706,1,1.0962,0,0,0,0,1,0,1,1,0,1,0,0,1
707,1,1.0301,1,0,1,0,1,1,1,1,1,1,1,1,1
708,2,0.9355,0,1,0,0,0,0,1,1,1,0,1,1,1
709,1,0.5275,0,0,0,0,0,0,1,1,1,0,0,0,0
710,1,1.224,0,0,0,1,0,0,0,0,0,0,0,1,1
710,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0
711,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0
712,1,0.9082,1,1,0,0,0,1,1,1,0,1,1,1,1
713,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,1,0
714,1,0.8874,1,0,1,0,0,1,0,1,1,1,1,0,1
715,1,1.1108,0,0,0,0,0,0,1,1,0,1,0,0,0
715,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,1
716,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,0,0
717,1,1.2039,0,0,0,1,1,0,0,0,0,0,0,1,1
718,1,0.9082,0,0,0,0,1,0,1,1,1,1,0,1,1
719,1,0.9082,0,1,0,0,0,0,1,1,1,1,0,0,1
720,1,0.5275,0,0,0,0,0,0,0,0,0,1,0,0,0
721,1,1.2039,0,1,0,1,0,0,0,0,0,0,0,0,0
722,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,1
724,1,0.5275,0,0,0,0,0,1,0,0,0,0,0,0,0
725,1,0.8112,1,0,0,0,0,1,1,1,1,1,0,1,1
726,1,1.0301,0,0,0,0,1,0,1,1,0,1,1,1,1
729,1,0.5275,0,0,0,0,0,0,0,1,0,1,1,0,0
730,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0
731,1,1.0913,0,0,0,0,0,0,1,1,0,0,1,0,1
733,1,1.2667,0,0,0,0,0,0,0,1,1,0,0,1,1
733,4,1.099420602,0,0,0,0,0,0,0,0,0,0,0,1,0
735,1,0.8112,0,0,1,0,0,1,1,0,0,0,0,0,0
738,1,0.8874,0,0,0,0,1,1,1,1,1,1,1,0,1
740,1,0.9082,1,0,1,0,1,1,1,1,1,1,1,1,1
741,1,1.224,0,0,0,1,0,0,0,0,0,0,0,1,1
742,1,1.0301,1,1,1,0,1,1,1,1,1,1,1,1,1
745,1,1.0962,0,0,0,0,0,0,0,0,0,0,0,0,0
746,1,1.2039,0,0,0,1,0,0,0,0,0,0,0,0,0
749,1,1.2667,0,0,0,0,0,1,0,0,0,1,1,0,0
750,1,0.8874,1,0,0,1,0,1,1,1,1,1,1,1,1
752,1,0.8874,1,1,0,1,0,0,1,0,1,1,1,1,1
753,1,0.5275,0,0,0,0,0,0,0,0,1,1,0,0,0
754,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,1,1
758,1,2.0028,0,0,0,0,0,0,1,1,1,1,0,0,0
759,1,0.8112,1,1,0,0,0,1,1,1,1,1,1,1,1
762,1,1.2667,0,0,0,0,0,0,0,0,1,1,0,0,0
764,1,1.0301,1,0,0,0,0,0,0,0,0,1,0,0,0
765,1,1.0301,1,1,0,1,0,0,0,1,1,1,0,1,1
769,1,1.0962,0,0,0,1,0,0,0,0,0,0,0,0,1
770,1,1.0301,0,0,0,0,0,0,0,1,0,0,0,0,0
771,1,0.9082,0,1,0,0,1,1,1,1,0,0,0,0,0
772,1,1.0301,0,0,0,0,0,0,1,1,1,1,1,1,1
773,1,1.0301,1,0,0,0,0,0,1,1,0,1,0,0,1
775,1,1.2039,0,0,0,0,0,0,0,0,0,0,0,0,0
776,1,1.1108,0,0,0,0,0,0,0,0,0,0,0,0,0
777,1,1.3158,0,0,0,0,1,0,0,0,0,0,0,1,0
778,1,0.8112,1,0,0,0,1,1,1,1,1,1,0,1,1
779,1,0.9082,1,1,1,1,1,0,1,1,1,1,1,1,1
780,1,0.5275,0,0,0,0,0,1,0,1,1,0,0,0,1
781,1,0.5275,0,0,0,0,0,0,0,0,0,1,0,0,0
783,1,0.8112,1,1,0,1,1,1,0,0,0,1,0,1,0
784,1,0.8112,1,1,1,1,0,0,1,1,1,1,1,1,1
786,1,1.2667,0,0,0,0,0,0,1,1,1,1,1,0,1
787,1,0.8874,1,0,0,1,0,0,0,1,0,1,0,1,1
788,1,0.8112,0,0,0,0,0,0,0,0,0,0,1,0,0
789,1,1.224,1,0,0,0,1,0,0,0,0,0,0,1,1
791,1,1.1108,0,0,0,0,0,0,0,1,1,1,0,0,1
792,1,1.2667,0,0,0,0,0,1,1,0,0,1,1,0,0
795,1,1.1108,0,0,0,0,0,0,1,1,1,1,1,0,0
797,2,1.5475,1,0,0,0,0,0,0,0,0,0,0,0,0
798,1,1.2039,1,0,1,0,0,0,0,0,0,0,0,0,0
799,1,0.9082,1,0,0,0,0,0,1,1,1,1,0,1,0
800,1,0.8112,1,0,0,0,1,1,1,1,1,1,1,0,1
802,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
803,1,0.8112,1,1,0,0,0,0,0,1,0,1,1,1,1
805,1,1.2667,0,0,0,0,0,0,0,0,0,1,0,0,0
806,1,1.224,1,0,1,1,0,0,0,0,0,0,0,0,1
807,1,0.9082,1,1,0,1,1,0,0,1,0,1,0,0,0
808,1,1.0913,0,0,0,0,0,1,0,1,0,1,0,0,0
810,1,1.3158,0,0,0,0,0,0,0,1,1,0,0,0,0
811,1,1.1108,0,0,0,0,0,1,1,0,0,1,1,0,0
812,1,0.8112,1,0,0,0,1,1,1,1,1,1,0,1,1
814,1,1.0913,0,0,0,0,0,0,0,1,1,1,0,0,0
815,3,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0
816,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,1
818,1,0.8112,0,1,0,0,1,1,1,1,1,1,1,1,1
819,1,0.8874,1,0,0,1,1,1,0,1,1,1,1,1,1
823,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
825,1,1.2039,0,0,1,1,0,0,0,0,0,0,0,0,1
829,1,0.5486,0,0,0,0,0,0,0,0,0,1,0,0,0
830,1,1.1108,0,0,0,0,0,1,0,1,0,1,0,0,0
831,1,1.0962,0,0,0,0,1,1,1,1,1,0,0,0,1
832,1,0.8112,0,0,0,1,0,0,0,1,1,0,0,1,1
835,1,1.224,1,0,0,0,0,0,1,0,0,0,1,0,1
836,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0
837,1,1.2039,0,1,0,1,0,0,1,1,1,1,1,1,1
838,2,1.3244,0,0,0,0,1,0,1,1,0,1,1,0,1
839,1,0.8112,0,0,0,1,0,1,1,1,1,1,1,1,1
840,1,1.1108,0,0,0,0,0,0,1,1,1,1,1,0,1
841,1,1.224,0,0,0,0,0,0,1,1,0,0,0,0,0
842,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,1,1
842,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0
844,1,0.8112,1,1,1,1,1,0,1,1,1,1,1,1,1
845,1,0.8112,1,0,1,0,0,1,1,0,1,1,0,0,1
846,1,1.0962,1,0,0,1,0,0,0,0,0,0,0,1,1
847,1,1.2039,0,0,0,0,1,0,0,0,0,0,0,1,1
848,1,2.0028,0,0,0,0,0,0,0,0,0,1,1,1,0
851,1,0.8112,1,0,0,0,1,0,1,1,1,1,0,0,0
852,2,1.3244,1,0,0,0,0,0,1,1,1,1,1,0,1
853,1,0.8874,1,0,0,0,1,1,1,0,1,1,1,1,1
854,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1,0.9958,0,0,0,0,0,1,0,0,0,0,0,0,0
857,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
858,1,0.9082,0,1,1,0,0,0,0,0,1,1,0,1,1
859,1,0.9958,0,0,0,0,0,0,0,0,1,0,0,0,0
860,1,1.2039,1,0,0,1,1,0,0,0,0,0,0,1,1
861,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,1,1
862,1,0.8112,1,1,0,1,1,0,1,1,1,1,1,1,1
865,1,0.8112,1,0,1,0,0,1,1,1,1,1,0,1,1
866,1,0.5275,0,0,0,0,0,0,0,1,0,0,0,0,0
867,1,1.2039,1,0,0,1,0,0,0,0,0,0,0,1,1
868,2,1.4057,0,0,0,0,0,1,1,1,1,1,0,0,0
872,2,1.3372,0,0,0,0,1,0,0,0,0,0,0,0,0
874,1,0.8112,0,0,0,1,0,0,0,1,1,0,1,0,1
874,4,1.881970847,0,0,0,0,0,0,1,1,1,1,1,0,1
875,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0
876,1,0.8112,1,0,0,1,0,0,1,0,1,1,1,1,1
877,1,0.9082,0,0,0,1,0,0,1,0,0,0,0,0,0
880,1,0.8112,0,0,0,1,0,0,1,1,1,1,1,1,1
882,1,1.2667,0,0,0,0,0,0,1,1,1,1,0,1,0
885,2,1.1589,1,0,0,0,0,0,0,0,0,0,0,1,1
887,1,2.0028,0,0,0,0,0,1,1,1,1,1,0,0,0
888,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
894,1,1.0301,0,0,0,0,1,0,1,0,0,1,1,0,0
898,1,0.5275,0,0,0,0,0,0,0,1,1,0,0,0,0
903,1,1.0962,0,0,0,0,1,0,0,0,0,0,0,0,0
904,1,0.8112,1,0,0,1,0,0,1,1,1,1,0,0,0
905,2,1.6295,0,0,0,0,0,0,1,0,1,0,0,0,0
907,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,1
908,1,0.8874,0,0,0,0,1,0,0,1,0,0,0,0,0
909,2,0.6657,1,0,1,0,0,0,0,0,0,1,1,1,1
910,1,2.0028,0,0,0,0,0,0,0,1,0,1,0,0,1
911,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
912,1,0.8112,0,1,0,0,0,0,1,0,0,0,0,0,1
913,1,0.9958,0,0,0,0,0,0,1,1,1,1,0,0,1
915,1,0.8112,0,0,0,1,0,0,1,1,1,1,0,0,0
916,1,0.5275,0,0,0,0,0,1,0,0,0,0,0,0,0
918,1,1.2039,0,1,0,1,1,0,1,1,0,0,0,0,1
920,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
922,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0
923,1,1.1108,0,0,0,0,0,0,1,1,0,1,1,1,1
926,1,0.8874,0,1,1,1,1,0,1,1,1,1,0,1,0
927,1,1.3158,1,0,0,0,0,0,1,1,1,1,1,0,1
927,4,0.902367157,0,0,1,1,0,0,0,0,0,0,0,0,0
928,1,2.0775,0,0,0,0,0,0,0,0,0,0,0,0,1
928,4,1.494292312,1,1,0,0,0,1,1,1,1,1,1,0,1
929,1,0.9958,0,0,0,0,0,0,1,0,0,0,0,0,0
930,1,1.2039,1,1,0,0,0,0,0,0,0,0,0,0,1
931,1,0.8874,0,0,0,1,0,1,1,1,1,1,0,0,1
931,4,1.099420602,1,1,1,1,1,0,0,0,0,0,0,0,1
933,1,1.3158,0,0,0,1,0,0,0,1,0,1,0,0,0
934,1,1.1108,0,0,0,0,0,0,0,0,1,0,0,0,0
935,1,1.3158,0,0,0,0,0,0,0,0,0,0,0,0,0
937,1,1.1108,0,0,0,0,0,1,1,1,0,1,1,0,0
941,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
942,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
947,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,1
949,1,0.8874,0,0,0,0,0,0,0,0,1,1,0,0,1
950,1,1.1108,0,0,0,0,0,1,0,0,0,0,0,0,0
951,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
953,1,1.2667,0,0,0,0,0,1,1,1,1,1,1,1,1
954,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,1
954,4,2.134612014,0,1,0,0,0,0,0,0,0,0,0,0,1
955,1,1.224,0,1,0,0,0,0,0,0,0,0,0,0,0
956,1,1.0301,0,0,0,1,0,0,0,0,0,0,1,0,0
958,1,0.8874,1,0,0,1,0,1,1,1,1,1,0,0,1
960,1,0.9082,0,0,0,1,0,0,1,0,1,1,1,0,1
962,1,0.8874,1,1,0,1,1,1,1,1,1,1,1,1,1
963,1,0.8112,0,0,0,1,0,0,1,0,1,1,1,0,1
964,1,0.8112,0,0,0,0,0,1,1,1,0,1,0,0,0
965,1,1.2039,1,0,0,1,1,0,0,0,0,0,0,1,1
970,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,1
971,4,1.865932294,0,0,1,1,0,0,0,0,1,1,0,0,0
973,1,0.9082,0,0,0,1,0,0,1,1,0,0,0,1,1
974,1,1.1108,0,0,0,0,0,0,1,0,0,0,0,0,0
976,1,0.8112,0,0,0,1,0,1,0,1,1,0,0,0,0
977,1,0.8112,1,0,0,1,0,1,1,1,1,1,0,0,1
979,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0
980,1,1.0301,1,0,0,0,0,1,1,1,1,1,1,1,1
981,1,1.2039,0,1,0,1,0,0,0,0,0,0,0,1,1
984,1,0.8874,0,0,0,0,0,0,0,1,0,0,0,0,0
985,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0
987,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
988,1,1.3158,0,0,0,1,1,0,1,1,0,1,1,1,0
990,1,1.1108,0,0,0,0,0,1,0,0,0,1,0,0,0
991,1,1.2039,0,0,0,0,0,0,0,0,0,0,0,0,0
993,1,0.8874,1,1,1,1,1,0,1,1,1,1,1,1,1
994,1,0.5275,0,0,0,0,0,0,0,0,0,1,0,0,1
995,1,0.8874,0,0,1,0,0,0,1,0,1,1,0,1,1
996,4,0.805227583,0,0,0,0,0,0,1,1,1,1,0,0,0
997,1,0.8112,0,1,0,0,0,0,1,1,1,1,1,0,1
1002,1,1.0301,1,0,0,0,0,0,1,1,0,1,1,1,1
1002,4,0.67011648,1,0,0,1,0,0,1,1,1,1,0,0,1
1003,4,0.772235272,0,0,0,0,0,0,1,1,0,1,0,0,1
1008,2,0.7762,0,0,1,0,0,0,1,1,1,1,1,1,1
1009,1,1.1108,0,0,0,0,0,0,0,0,0,1,0,0,1
1011,1,0.8112,1,0,0,0,0,0,1,1,0,1,0,0,1
1013,1,0.8112,0,0,0,0,1,0,1,1,0,1,0,0,0
1014,1,1.0962,1,1,0,1,1,0,0,0,0,0,0,0,1
1015,1,0.8874,0,0,0,1,0,1,1,1,1,1,1,0,0
1018,1,1.1108,0,0,0,0,0,1,1,1,1,0,0,0,0
1021,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,1,2.0775,0,0,0,0,0,0,1,1,0,1,0,1,0
1024,1,1.0301,0,0,1,0,0,0,0,1,1,1,0,0,0
1025,1,0.8112,0,0,0,1,0,0,1,1,1,0,0,1,1
1026,1,1.2667,0,0,0,0,0,1,0,0,0,1,0,0,0
1027,1,1.3158,0,0,0,0,1,0,0,0,0,0,0,0,1
1028,1,1.3158,0,1,0,0,0,0,0,0,0,0,0,0,0
1031,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,1,0.5275,0,0,0,0,0,0,1,1,0,1,0,0,0
1033,1,1.0913,0,0,0,0,0,0,1,1,0,1,1,1,1
1034,1,0.8874,1,0,0,0,1,0,0,0,0,1,0,0,0
1035,1,1.0962,1,0,0,0,1,0,0,0,1,0,1,0,0
1036,1,0.9082,1,0,0,1,0,0,1,1,0,1,1,0,1
1037,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,1
1039,1,0.8112,0,0,0,0,1,1,1,1,0,0,0,1,0
1041,1,1.0962,1,0,1,0,0,1,1,1,0,0,1,1,1
1042,1,2.0028,0,0,0,0,0,0,1,1,1,1,0,0,1
1043,1,2.0028,0,0,0,0,0,0,1,1,1,1,0,1,1
1045,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,1,0.8874,1,1,0,0,1,0,0,0,0,1,0,0,1
1047,1,0.9082,1,0,0,1,0,0,1,1,1,1,1,0,1
1049,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,1
1051,1,1.2667,0,0,0,0,0,1,1,1,1,1,1,0,1
1052,1,1.224,1,1,0,1,1,1,1,0,0,0,0,0,0
1052,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,1,0.5275,0,0,0,0,0,0,0,1,0,0,0,0,0
1059,1,2.0775,0,0,0,0,0,0,1,1,0,1,0,0,0
1060,1,0.5275,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,1,0.5275,0,0,0,0,0,1,1,0,1,1,1,0,0
1063,1,2.0028,0,0,0,0,0,0,0,0,0,0,0,1,0
1064,1,1.0301,1,1,0,0,0,0,0,0,0,1,0,1,0
1065,1,0.9082,0,0,1,0,0,1,0,0,0,1,0,0,0
1066,3,0.8663,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,1,0.8874,1,0,0,1,0,1,1,1,1,1,1,1,1
1071,1,1.0962,0,0,0,0,0,0,0,0,0,0,0,1,1
1072,1,0.5275,0,0,0,0,0,0,1,1,1,0,0,0,0
1075,1,0.8112,0,0,0,0,1,0,1,1,1,1,1,1,1
1077,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,1,0.8112,1,1,0,1,0,0,1,1,0,1,1,0,1
1081,1,0.9958,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,1,0.5486,0,0,0,0,0,1,0,1,0,0,0,1,1
1083,1,0.9082,0,0,0,0,0,0,1,0,0,1,1,1,1
1084,1,1.0301,0,1,0,0,0,0,0,1,1,1,0,0,1
1085,1,0.5486,0,0,0,0,0,0,0,0,0,1,0,1,1
1086,2,0.7762,1,1,0,1,1,0,1,1,1,1,1,1,1
1087,1,0.8112,1,1,0,1,0,0,1,1,1,1,1,1,1
1088,1,2.0775,0,0,0,0,0,0,0,0,0,0,0,0,1
1089,1,0.8874,1,0,0,1,1,1,1,1,1,1,1,1,1
1091,1,1.2039,0,0,0,1,1,0,0,0,0,0,0,0,0
1092,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,1
1095,1,1.0301,1,1,1,0,1,0,1,1,1,1,1,0,1
1096,1,0.5275,0,0,0,0,0,0,0,0,0,1,0,0,0
1097,1,0.8874,1,1,0,0,0,0,1,1,1,1,1,0,0
1099,1,0.5275,0,0,0,0,0,0,0,0,0,1,0,0,0
1101,1,0.9082,0,0,0,0,0,0,1,1,0,1,0,0,1
1102,1,1.0962,1,0,0,1,0,0,0,0,0,0,0,1,1
1103,1,1.3158,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,1,0.5275,0,0,0,0,0,0,0,1,0,0,0,0,0
1107,1,0.8874,1,1,1,0,1,0,0,1,1,1,1,1,1
1108,1,1.2039,0,0,0,1,0,0,0,0,0,0,0,0,0
1111,1,2.0028,0,0,0,0,0,0,1,0,0,1,1,0,0
1112,1,0.8112,1,0,1,1,1,1,1,1,1,1,0,1,1
